Date,Price,diff_1
2015-12-24,3.81,-0.014499999999999957
2015-12-25,3.83,0.020000000000000018
2015-12-28,3.815,-0.015000000000000124
2015-12-29,3.81,-0.004999999999999893
2015-12-30,3.8083,-0.0017000000000000348
2015-12-31,3.81,0.0017000000000000348
2016-01-01,3.83,0.020000000000000018
2016-01-04,3.8083,-0.021700000000000053
2016-01-05,3.81,0.0017000000000000348
2016-01-06,3.82,0.009999999999999787
2016-01-07,3.815,-0.004999999999999893
2016-01-08,3.8283,0.01330000000000009
2016-01-11,3.8232,-0.0051000000000001044
2016-01-12,3.8297,0.00649999999999995
2016-01-13,3.8533,0.023600000000000065
2016-01-14,3.8554,0.0020999999999999908
2016-01-15,3.8297,-0.025700000000000056
2016-01-18,3.925,0.09529999999999994
2016-01-19,3.8733,-0.05169999999999986
2016-01-20,3.8446,-0.02870000000000017
2016-01-21,3.9315,0.08690000000000042
2016-01-22,3.8471,-0.08440000000000003
2016-01-25,3.97,0.12290000000000001
2016-01-26,3.9683,-0.0017000000000000348
2016-01-27,3.9832,0.014899999999999913
2016-01-28,3.9632,-0.020000000000000018
2016-01-29,3.9533,-0.00990000000000002
2016-02-01,3.99,0.03670000000000018
2016-02-02,3.9846,-0.0054000000000002935
2016-02-03,3.995,0.010400000000000187
2016-02-04,3.995,0.0
2016-02-05,3.8613,-0.13370000000000015
2016-02-08,3.9517,0.09040000000000026
2016-02-09,3.9538,0.0020999999999999908
2016-02-10,3.9274,-0.0264000000000002
2016-02-11,3.965,0.037599999999999856
2016-02-12,3.98,0.015000000000000124
2016-02-15,3.965,-0.015000000000000124
2016-02-16,3.9565,-0.00849999999999973
2016-02-17,3.9764,0.019899999999999807
2016-02-18,3.9782,0.0018000000000002458
2016-02-19,3.9764,-0.0018000000000002458
2016-02-22,3.9782,0.0018000000000002458
2016-02-23,3.9914,0.013199999999999878
2016-02-24,3.9365,-0.05489999999999995
2016-02-25,3.9233,-0.013200000000000323
2016-02-26,3.9158,-0.00749999999999984
2016-02-29,3.9289,0.013100000000000112
2016-03-01,3.935,0.006099999999999994
2016-03-02,3.925,-0.010000000000000231
2016-03-03,3.875,-0.04999999999999982
2016-03-04,3.8583,-0.01670000000000016
2016-03-07,3.8579,-0.00039999999999995595
2016-03-08,3.8633,0.0054000000000002935
2016-03-09,3.8392,-0.024100000000000232
2016-03-10,3.8616,0.022400000000000198
2016-03-11,3.8616,0.0
2016-03-14,3.8537,-0.00790000000000024
2016-03-15,3.865,0.01130000000000031
2016-03-16,3.8613,-0.0037000000000002586
2016-03-17,3.8558,-0.00550000000000006
2016-03-18,3.8466,-0.009199999999999875
2016-03-21,3.8349,-0.011699999999999822
2016-03-22,3.84,0.00509999999999966
2016-03-23,3.8611,0.02110000000000012
2016-03-24,3.8316,-0.02950000000000008
2016-03-25,3.845,0.0134000000000003
2016-03-28,3.8466,0.0015999999999998238
2016-03-29,3.8594,0.012799999999999923
2016-03-30,3.8466,-0.012799999999999923
2016-03-31,3.8283,-0.018299999999999983
2016-04-01,3.8560000000000003,0.02770000000000028
2016-04-04,3.835,-0.02100000000000035
2016-04-05,3.84,0.004999999999999893
2016-04-06,3.845,0.0050000000000003375
2016-04-07,3.845,0.0
2016-04-08,3.83,-0.015000000000000124
2016-04-11,3.825,-0.004999999999999893
2016-04-12,3.8183,-0.006700000000000372
2016-04-13,3.8543,0.03600000000000003
2016-04-14,3.8116,-0.04269999999999996
2016-04-15,3.8445,0.03290000000000015
2016-04-18,3.8233,-0.021199999999999886
2016-04-19,3.82,-0.0033000000000003027
2016-04-20,3.8283,0.008300000000000196
2016-04-21,3.835,0.006699999999999928
2016-04-22,3.8145,-0.020500000000000185
2016-04-25,3.825,0.010500000000000398
2016-04-26,3.8233,-0.0017000000000000348
2016-04-27,3.8233,0.0
2016-04-28,3.7883,-0.03500000000000014
2016-04-29,3.8085,0.020199999999999996
2016-05-02,3.8068,-0.0017000000000000348
2016-05-03,3.7916,-0.015200000000000102
2016-05-04,3.7916,0.0
2016-05-05,3.7849,-0.006699999999999928
2016-05-06,3.8291,0.04420000000000002
2016-05-09,3.82,-0.009100000000000108
2016-05-10,3.8024,-0.017599999999999838
2016-05-11,3.8166,0.014200000000000212
2016-05-12,3.81,-0.006600000000000161
2016-05-13,3.86,0.04999999999999982
2016-05-16,3.8683,0.008300000000000196
2016-05-17,3.8087,-0.0596000000000001
2016-05-18,3.84,0.031299999999999883
2016-05-19,3.82,-0.020000000000000018
2016-05-20,3.8682,0.04820000000000002
2016-05-23,3.8233,-0.04489999999999972
2016-05-24,3.8383,0.01499999999999968
2016-05-25,3.8316,-0.006699999999999928
2016-05-26,3.8735,0.04190000000000005
2016-05-27,3.835,-0.03849999999999998
2016-05-30,3.8845,0.0495000000000001
2016-05-31,3.8299,-0.054600000000000204
2016-06-01,3.8383,0.008399999999999963
2016-06-02,3.8383,0.0
2016-06-03,3.8349,-0.0033999999999996255
2016-06-06,3.8383,0.0033999999999996255
2016-06-07,3.865,0.02670000000000039
2016-06-08,3.8682,0.0031999999999996476
2016-06-09,3.8595,-0.008699999999999708
2016-06-10,3.87,0.010499999999999954
2016-06-13,3.8559,-0.014100000000000001
2016-06-14,3.8584,0.0024999999999999467
2016-06-15,3.8815,0.0230999999999999
2016-06-16,3.8982,0.01670000000000016
2016-06-17,3.8721,-0.026100000000000012
2016-06-20,3.91,0.037900000000000045
2016-06-21,3.9185,0.00849999999999973
2016-06-22,3.9082,-0.010299999999999976
2016-06-23,3.92,0.011800000000000033
2016-06-24,3.9032,-0.016799999999999926
2016-06-27,3.905,0.0017999999999998018
2016-06-28,3.8833,-0.02169999999999961
2016-06-29,3.9115,0.028200000000000003
2016-06-30,3.955,0.04349999999999987
2016-07-01,3.945,-0.010000000000000231
2016-07-04,3.95,0.0050000000000003375
2016-07-05,3.92,-0.03000000000000025
2016-07-06,3.9348,0.014800000000000146
2016-07-07,3.8966,-0.038200000000000234
2016-07-08,3.9197,0.023100000000000342
2016-07-11,3.9383,0.018599999999999728
2016-07-12,3.9415,0.0032000000000000917
2016-07-13,3.9247,-0.016799999999999926
2016-07-14,3.923,-0.0017000000000000348
2016-07-15,3.9383,0.01529999999999987
2016-07-18,3.9215,-0.016799999999999926
2016-07-19,3.955,0.033500000000000085
2016-07-20,3.918,-0.03699999999999992
2016-07-21,3.9145,-0.0035000000000002807
2016-07-22,3.9432,0.02870000000000017
2016-07-25,3.9215,-0.021700000000000053
2016-07-26,3.8999,-0.02159999999999984
2016-07-27,3.935,0.03509999999999991
2016-07-28,3.8965,-0.03849999999999998
2016-07-29,3.8965,0.0
2016-08-01,3.9465,0.04999999999999982
2016-08-02,3.9432,-0.0032999999999998586
2016-08-03,3.94,-0.0032000000000000917
2016-08-04,3.94,0.0
2016-08-05,3.9575,0.01750000000000007
2016-08-08,3.945,-0.012500000000000178
2016-08-09,3.9383,-0.006699999999999928
2016-08-10,3.9383,0.0
2016-08-11,3.9398,0.0015000000000000568
2016-08-12,3.94,0.00019999999999997797
2016-08-15,3.9365,-0.0034999999999998366
2016-08-16,3.96,0.023499999999999854
2016-08-17,3.9315,-0.028499999999999748
2016-08-18,3.9297,-0.0018000000000002458
2016-08-19,3.9515,0.02179999999999982
2016-08-22,3.9515,0.0
2016-08-23,3.8966,-0.05489999999999995
2016-08-24,3.8619,-0.03469999999999995
2016-08-25,3.9348,0.07290000000000019
